Date,Open,High,Low,Close,Volume,"NSE:RELIANCE,"
2008-03-16,565.28,568.25,538.75,545.04,18837504
2008-03-17,562.45,562.45,530,537.75,15861948
2008-03-18,562.5,586.25,536.29,539.78,13598948
2008-03-23,540,552.42,531.35,550.05,11941156
2008-03-24,553.75,581.24,553.75,578.45,12460040
2008-03-25,583.5,584.01,567.64,574.86,9327016
2008-03-26,572.5,578.5,561,567.7,16593492
2008-03-27,583.5,591.98,557.91,588.11,15777844
2008-03-30,576.25,583.75,562.53,566.45,12386264
2008-03-31,574.75,593.75,560.88,586.3,12255364
2008-04-01,598.75,613.2,582.5,585.89,14658500
2008-04-02,587.5,604.5,586.5,599.01,7911000
2008-04-03,596.25,603.73,577.92,580.29,9945084
2008-04-06,564.05,607.42,564.05,601.23,10531376
2008-04-07,600,605.71,589.99,595.44,11278852
2008-04-08,588.75,607.95,587.76,604.55,9127868
2008-04-09,606.25,629.85,601.5,617.16,14666552
2008-04-10,635,641.75,616.38,637.89,17147024
2008-04-14,628.73,659.25,621.59,652.95,17067560
2008-04-15,655.01,666.5,653.83,660.63,14407948
2008-04-16,670.05,679.5,655.13,660.01,10027568
2008-04-20,657.43,670,655.53,660.9,8457376
2008-04-21,650.25,668.75,649.29,651.84,11490872
2008-04-22,653,658,642,644.4,12704876
2008-04-23,650,650,639.09,645.66,13215996
2008-04-24,647.5,658.5,640.5,656.13,13482136
2008-04-27,657.75,661.25,645.64,647.85,8167932
2008-04-28,645,668.75,645,664.99,9946244
2008-04-29,662.5,668.75,651.65,653.63,10950208
2008-05-01,756.5,756.5,657.25,668.69,9638036
2008-05-04,668.78,677.25,662.5,667.3,8415232
2008-05-05,650,670.5,650,662.5,8412304
2008-05-06,675,675,656,672.24,10197296
2008-05-07,670,671.5,663.15,666.81,7577084
2008-05-08,666.38,668.41,627.5,632.1,14030736
2008-05-11,627.76,641.03,619.28,638.46,11044656
2008-05-12,650,650,622,625.28,10403200
2008-05-13,630,638.76,620.05,632.69,8039340
2008-05-14,632.73,658.18,632.69,655.74,10002008
2008-05-15,657.75,662,650.75,658.93,7734892
2008-05-19,656.25,658.75,643.5,650.74,7110456
2008-05-20,645,668.75,637.55,666.93,13339556
2008-05-21,658.75,662.5,649.25,656.51,9549008
2008-05-22,657.5,660,637.5,639.04,8253608
2008-05-25,635,638.71,625.53,628.9,10648528
2008-05-26,640,647.45,620,623.78,6991464
2008-05-27,626.25,633.75,617.75,630.63,8629376
2008-05-28,638.86,638.86,611.25,615.67,16491980
2008-05-29,624.73,624.73,597.55,600.88,14355148
2008-06-01,607,610,585,589.7,10970056
2008-06-02,587.5,606.23,578.25,601.66,14448124
2008-06-03,602.25,611,571.25,576.75,15578748
2008-06-04,587.5,587.5,543.75,561.7,30864552
2008-06-05,574.75,574.75,553,559.63,19860420
2008-06-08,545.5,554.85,527.75,540.67,20919560
2008-06-09,562.5,562.5,536.25,549.44,18236804
2008-06-10,570,570,552.5,565.35,19141420
2008-06-11,562.51,573.75,539.09,569.33,20948892
2008-06-12,571.75,574.98,558.75,567.6,13998684
2008-06-15,587.5,587.5,565.54,570.59,12652516
2008-06-16,570.01,585,565,583.23,9974000
2008-06-17,587.5,587.5,570,571.78,11525348
2008-06-18,564.71,567.51,557.55,562.04,8147988
2008-06-19,565.01,565.01,518.83,524.79,21427396
2008-06-22,520,520.73,495.59,506.43,21825684
2008-06-23,511.25,533.25,503.75,515.67,23956912
2008-06-24,489.06,537,489.06,534,16718020
2008-06-25,536.25,564.98,534,559.89,38146564
2008-06-26,544,562,533.8,545.66,26069996
2008-06-29,545,554.23,519.5,523.79,24106596
2008-06-30,527.5,537.25,506.59,511.04,23705416
2008-07-01,509.93,545.75,497.5,536,27781780
2008-07-02,532.5,532.5,506.4,517.53,19663920
2008-07-03,517.51,532.79,512.51,524.48,16281456
2008-07-06,522.51,530,499.25,507.05,14883952
2008-07-07,499.5,504.24,482.58,494.86,19242384
2008-07-08,500,523.74,500,519.79,14081008
2008-07-09,519.23,521.19,507.9,511.66,11515768
2008-07-10,513.5,517.23,498,504.03,13401220
2008-07-13,500,518.75,497.5,510.86,14853364
2008-07-14,501.25,511.7,492,494.35,19061352
2008-07-15,497.54,506.25,480,485.88,15506672
2008-07-16,509.5,511.18,491.28,504.64,12352228
2008-07-17,497.5,531.75,497.5,528.29,15398676
2008-07-20,537.25,541.05,523.26,538.21,11903864
2008-07-21,531.25,549.75,531.25,538.04,11412876
2008-07-22,542.5,569.75,542.5,566.83,20199360
2008-07-23,564.98,582.5,564.98,577.01,13325432
2008-07-24,584.61,584.61,533.75,536.78,28516880
2008-07-27,537.51,547.25,526.5,544.98,13533744
2008-07-28,534.95,539.74,518.75,520.78,14214224
2008-07-29,534.5,543.5,525.01,541.38,8385508
2008-07-30,553.7,555,538.8,551.88,13012656
2008-07-31,542.51,578.25,538.25,574.4,15098052
2008-08-03,587.45,587.45,558.15,560.6,16384744
2008-08-04,564.16,571.5,551.25,569.01,19190332
2008-08-05,572.5,587.25,571.53,574.65,16655816
2008-08-06,574.5,579.23,565.05,568.15,11226336
2008-08-07,562.42,571,557.76,562.95,13213396
2008-08-10,562.79,584,562.79,581.3,11708340
2008-08-11,585,593.63,578.78,586.8,15032632
2008-08-12,582.45,594,576.84,584.21,13010076
2008-08-13,584,586.25,565.34,569.17,9590712
2008-08-17,572.5,572.5,552.54,556.2,10053612
2008-08-18,556.25,558.5,548.85,554.9,8308392
2008-08-19,555,565,554.38,561.59,9094532
2008-08-20,565.3,565.3,550.64,553.16,7818692
2008-08-21,549.88,564.98,549.78,561.2,9178744
2008-08-24,551.34,571.25,551.34,558,5565036
2008-08-25,554.75,554.75,536.66,544.84,13903232
2008-08-26,549.98,549.98,535,537,14772992
2008-08-27,542,542,513.2,517.71,19200724
2008-08-28,535,536.98,524.75,534.04,10069712
2008-08-31,530,541.36,525.75,535.41,9155732
2008-09-01,535,556.25,531.25,553.19,10085696
2008-09-03,562.5,562.5,533,538.05,10653392
2008-09-04,526.25,526.25,516.25,520.23,12900176
2008-09-07,547.5,547.5,531.25,533.29,11474092
2008-09-08,536.25,539.75,521.64,535.64,7882140
2008-09-09,532.49,533.67,518,520.66,15271464
2008-09-10,517.5,517.5,495.56,499.35,22767832
2008-09-11,507.24,510,479.93,483.16,27271964
2008-09-14,472.43,475,455.81,471.74,20095968
2008-09-15,450,483.75,450,482.01,17905808
2008-09-16,490,490,462.13,469.16,16137564
2008-09-17,450.5,487,441.25,484.56,34983696
2008-09-18,495.25,517.99,490,513.78,20628040
2008-09-21,525,527.5,504.08,509.78,23195548
2008-09-22,500,524.1,500,501.61,20739544
2008-09-23,497.51,516.24,497.51,511.53,21856424
2008-09-24,510.28,514.92,498.25,506.43,19675528
2008-09-25,504.5,508.75,489.05,490.8,13881824
2008-09-28,493.75,495,470.25,483.21,24255152
2008-09-29,472.48,496.25,451.35,487.34,27178460
2008-09-30,490,490.75,470.86,476.68,13903852
2008-10-02,489.75,489.75,436.41,440.36,42753836
2008-10-05,432.25,437.25,408.15,410.4,24212584
2008-10-06,415.29,428,403.38,418.66,25825268
2008-10-07,407.5,416.48,377.23,412.14,30692784
2008-10-09,399.93,399.93,369.25,381.9,33578184
2008-10-12,389.5,398.5,387.55,392.85,17867988
2008-10-13,406.25,417,402.5,405.26,18503448
2008-10-14,397.51,399.93,376.61,380.05,20690952
2008-10-15,362.5,366.25,331.25,347.99,41000084
2008-10-16,350,360,321.7,326.51,28622908
2008-10-19,332.49,345,320.25,330.23,28119500
2008-10-20,337.5,356.25,330.88,348.74,26894744
2008-10-21,343.14,343.39,326.38,329.2,17869120
2008-10-22,317.75,324.23,298.85,304.41,28590448
2008-10-23,300,302.45,247.5,254.88,37029812
2008-10-26,256.79,272.5,232.5,269.25,39583300
2008-10-27,292.5,292.5,280,288.25,6201268
2008-10-28,300,304.48,287.25,300.44,31086732
2008-10-30,316.24,348.74,308.83,343.86,41867756
2008-11-02,359.75,363.75,349.28,360.43,28202328
2008-11-03,362.5,366,343.8,362.9,25053752
2008-11-04,376.3,376.3,309.58,317.26,46819992
2008-11-05,299.93,308.25,289.08,292.64,38322940
2008-11-06,293.25,309.95,287.83,305.19,28629804
2008-11-09,312.58,327.19,308.75,325.77,19836344
2008-11-10,320.02,322.5,298.51,301.93,27264308
2008-11-11,300,301.64,285.64,290.55,33068768
2008-11-13,297.35,298.75,271.83,286.69,45091620
2008-11-16,287.5,292.48,269.58,285.35,29751648
2008-11-17,275.51,288,267.58,284.99,29405952
2008-11-18,287.81,305.45,278.75,283.11,40626256
2008-11-19,271.25,274.75,260,264.01,31010576
2008-11-20,266.25,289,258.02,281.08,34776724
2008-11-23,294.14,294.14,268.75,286.2,29925356
2008-11-24,292.5,297.2,262.75,267.95,30286820
2008-11-25,266.66,286.75,266.66,284.73,33956132
2008-11-27,280,292.43,272.75,283.61,29166036
2008-11-30,281.33,295,274.54,277.35,25451428
2008-12-01,267.5,270.93,256.25,268.49,28790332
2008-12-02,275.14,278.5,262.5,267.27,26266896
2008-12-03,271,292.5,262.52,289.77,37065712
2008-12-04,293.75,295.5,275.75,279.39,26718452
2008-12-07,288.05,293.68,276.75,279.64,27863204
2008-12-09,287.18,308.5,284.25,306.8,30075720
2008-12-10,312.5,324.43,298.33,314.75,36352380
2008-12-11,310,331,301.56,326.77,39714368
2008-12-14,337.25,339.75,318.05,335.14,39437392
2008-12-15,337.5,349.2,331.41,347.13,30993992
2008-12-16,347.5,351.75,332.53,337.85,35353852
2008-12-17,335,343,320.64,340.25,42823376
2008-12-18,340.06,344.38,330.63,337.83,32948008
2008-12-21,326.25,338.1,319.75,321.39,19505092
2008-12-22,320.25,320.25,311.6,314.94,15395660
2008-12-23,312.75,314.25,307.54,310.5,16422848
